Wavelength,Cabbage_far_left,Cabbage_middle,Cabbage_leftfar,Cabbage_near,Soil_cabbage,Egg_plant_rightfar,Egg_plant_middle,Soil_Eggplant,Eggplant_far_left,Mixed_far_left,Eggplant_middle_flower,Mixed_Cabbage_far_right,Soil_mixed_middle
671.812012,0.103234,0.092904,0.075618,0.133012,0.290065,0.133585,0.055441,0.453555,0.063143,0.027249,0.257485,0.058683,0.214568
673.999023,0.101452,0.093214,0.075374,0.134037,0.290815,0.130288,0.059257,0.456946,0.063508,0.027189,0.256896,0.058641,0.21466
675.45697,0.102978,0.094596,0.077439,0.132328,0.291987,0.13364,0.059271,0.459761,0.062768,0.026381,0.256325,0.058763,0.214047
677.64502,0.104082,0.097405,0.077228,0.136066,0.295943,0.136916,0.058707,0.466442,0.065634,0.026828,0.256868,0.060192,0.213483
679.83197,0.108409,0.101042,0.080936,0.13719,0.30006,0.139891,0.060706,0.464887,0.065584,0.028314,0.258728,0.062868,0.216601
681.289978,0.111851,0.106185,0.084604,0.140798,0.302619,0.142248,0.059991,0.465512,0.066505,0.030101,0.261278,0.065453,0.217772
683.478027,0.11397,0.110271,0.088636,0.143926,0.309571,0.148349,0.062293,0.470414,0.072326,0.032641,0.264885,0.069608,0.221748
685.664978,0.118747,0.113425,0.093903,0.151067,0.311832,0.155995,0.068782,0.47109,0.075339,0.034612,0.269826,0.072939,0.226744
687.85199,0.125391,0.123495,0.097052,0.158778,0.314814,0.170153,0.075638,0.474239,0.079298,0.036056,0.279583,0.078142,0.237114
689.309998,0.128544,0.12916,0.100112,0.164108,0.316635,0.180578,0.078977,0.473725,0.087257,0.039505,0.286473,0.084227,0.246711
691.497986,0.134346,0.139392,0.107319,0.174936,0.317793,0.19839,0.085899,0.478094,0.091739,0.04159,0.297644,0.093194,0.264555
693.684998,0.142236,0.149356,0.113206,0.190216,0.315637,0.221295,0.106276,0.48552,0.100333,0.043563,0.309021,0.104918,0.281528
695.872009,0.15364,0.159223,0.121943,0.196593,0.313081,0.251227,0.121589,0.491979,0.108476,0.045342,0.321486,0.117972,0.302117
697.330994,0.162479,0.16837,0.128888,0.205507,0.315503,0.271437,0.131459,0.493975,0.118959,0.047891,0.332058,0.12907,0.316097
699.518005,0.174046,0.186818,0.137221,0.217949,0.311725,0.305185,0.144091,0.49905,0.129594,0.051463,0.34299,0.147334,0.340339
701.705017,0.189537,0.203513,0.153378,0.23022,0.311313,0.344794,0.160731,0.496969,0.140646,0.058116,0.356475,0.166077,0.363957
703.892029,0.205638,0.221327,0.16695,0.245411,0.312628,0.386821,0.183978,0.50327,0.152838,0.062819,0.369915,0.187349,0.388193
705.351013,0.216875,0.236236,0.181254,0.255784,0.313748,0.411875,0.201804,0.502319,0.161652,0.067295,0.379862,0.199404,0.402993
707.538025,0.234302,0.260317,0.19998,0.267775,0.314598,0.45133,0.220498,0.503792,0.177876,0.073276,0.392215,0.219012,0.428048
709.724976,0.252376,0.288907,0.220095,0.288831,0.31812,0.498384,0.240681,0.511686,0.19166,0.079843,0.410711,0.247118,0.456192
711.913025,0.269067,0.317223,0.24578,0.310371,0.317883,0.540132,0.2684,0.514229,0.197851,0.089861,0.425618,0.270783,0.482286
713.370972,0.280752,0.33733,0.259641,0.320617,0.321362,0.571242,0.28495,0.517994,0.206966,0.097369,0.437528,0.288537,0.499125
715.557983,0.301013,0.371272,0.280755,0.343214,0.327276,0.609681,0.308838,0.529574,0.222278,0.109072,0.45095,0.314675,0.521841
717.744995,0.31942,0.40011,0.297359,0.365134,0.33661,0.64191,0.332268,0.533225,0.231067,0.118896,0.469441,0.340428,0.548311
719.932983,0.339958,0.435559,0.324253,0.382855,0.336814,0.685349,0.35168,0.536282,0.245083,0.133822,0.487133,0.370943,0.573124
721.390991,0.359072,0.45907,0.337988,0.398171,0.342184,0.718553,0.369706,0.537167,0.249988,0.144078,0.497958,0.391472,0.58713
723.578003,0.378807,0.49032,0.360278,0.418659,0.34809,0.751211,0.393073,0.534072,0.263193,0.160169,0.506605,0.415545,0.605617
725.765991,0.398103,0.52357,0.384317,0.43933,0.354159,0.780109,0.415946,0.535158,0.274372,0.175541,0.521972,0.442791,0.62317
727.953003,0.419273,0.549896,0.404619,0.45545,0.35814,0.816859,0.431293,0.537328,0.291648,0.191006,0.533298,0.469312,0.636855
729.411011,0.434735,0.562379,0.420647,0.463221,0.357186,0.836497,0.448393,0.532264,0.293748,0.197817,0.541275,0.486742,0.64693
731.598022,0.453684,0.59659,0.446776,0.486684,0.35521,0.860473,0.4676,0.533835,0.307209,0.217106,0.550047,0.51032,0.656827
733.786011,0.469856,0.620464,0.462989,0.497913,0.360408,0.874746,0.482436,0.533888,0.320811,0.231657,0.56021,0.530348,0.662198
735.973022,0.481385,0.638506,0.479902,0.510087,0.356758,0.891548,0.494879,0.528099,0.328104,0.245026,0.572373,0.555491,0.674561
737.43103,0.48784,0.653418,0.488815,0.520882,0.354563,0.892934,0.500032,0.51998,0.331646,0.252316,0.576556,0.565125,0.67775
739.619019,0.503205,0.668645,0.49615,0.528065,0.351298,0.907992,0.504457,0.518728,0.342117,0.259454,0.582333,0.579769,0.682727
741.80603,0.511563,0.688612,0.508718,0.539902,0.352415,0.907889,0.516455,0.511569,0.342224,0.268147,0.592428,0.592928,0.691373
743.992981,0.508714,0.70186,0.517018,0.549932,0.349716,0.912408,0.516665,0.511557,0.347835,0.279718,0.600709,0.605401,0.69714
745.450989,0.515192,0.706517,0.526704,0.546373,0.351877,0.924578,0.522612,0.51026,0.353403,0.28347,0.600923,0.613781,0.701415
747.638977,0.524523,0.716004,0.539015,0.557817,0.354441,0.932268,0.526663,0.51289,0.356035,0.2892,0.606665,0.62694,0.705018
749.825989,0.524236,0.728066,0.548558,0.564928,0.352252,0.917542,0.529499,0.519375,0.356361,0.293408,0.608799,0.628865,0.703326
751.283997,0.526406,0.730169,0.557423,0.565403,0.351859,0.912998,0.539323,0.533196,0.356406,0.295867,0.613074,0.633433,0.706824
753.471008,0.516433,0.741657,0.569192,0.569693,0.354414,0.918258,0.548431,0.542499,0.361864,0.302003,0.616069,0.641693,0.71033
755.658997,0.523733,0.74713,0.579765,0.585289,0.366339,0.929134,0.556506,0.547151,0.364714,0.303036,0.611857,0.646002,0.713575
757.846008,0.531384,0.758683,0.579901,0.589427,0.363949,0.925121,0.559855,0.546121,0.36382,0.305285,0.609775,0.647808,0.713848
759.304016,0.538569,0.76203,0.583716,0.599636,0.361597,0.928275,0.558475,0.545054,0.364406,0.30927,0.61118,0.648784,0.714251
761.492004,0.539613,0.763636,0.584067,0.611341,0.363732,0.929599,0.570176,0.545275,0.369487,0.312789,0.608009,0.647255,0.720507
763.679016,0.54587,0.763057,0.58318,0.621693,0.369835,0.93952,0.57515,0.546611,0.377449,0.318253,0.61083,0.648585,0.72419
765.866028,0.558346,0.767063,0.582131,0.634659,0.37603,0.948754,0.567628,0.53157,0.385009,0.323091,0.608012,0.65361,0.716485
767.323975,0.564042,0.765507,0.577759,0.637329,0.375821,0.94255,0.560968,0.526677,0.382774,0.326886,0.611417,0.653099,0.721507
769.512024,0.563454,0.772612,0.580877,0.629054,0.363561,0.936462,0.558015,0.527914,0.385185,0.329395,0.615001,0.651367,0.717556
771.698975,0.56286,0.773593,0.587362,0.625623,0.370255,0.943171,0.567525,0.529654,0.395879,0.330173,0.618998,0.653444,0.718721
773.885986,0.5585,0.778026,0.587098,0.628197,0.370583,0.940792,0.566956,0.532763,0.398405,0.328199,0.622557,0.65583,0.719455
775.344971,0.559023,0.77805,0.586227,0.62269,0.367904,0.933039,0.564466,0.529675,0.396995,0.329984,0.625203,0.66016,0.71695
777.531982,0.555738,0.779903,0.589231,0.616201,0.363009,0.939393,0.56895,0.534055,0.397852,0.325869,0.625824,0.664527,0.719887
779.718994,0.559241,0.781905,0.591188,0.616476,0.365262,0.948855,0.591284,0.544159,0.40671,0.322175,0.62359,0.660534,0.723853
781.906982,0.554195,0.779545,0.596786,0.60986,0.361386,0.937816,0.590381,0.537423,0.415159,0.3246,0.625219,0.660386,0.725002
783.36499,0.553605,0.776796,0.593343,0.607669,0.364768,0.937023,0.593118,0.53756,0.41756,0.326054,0.62739,0.6634,0.722646
785.552002,0.557074,0.778457,0.598677,0.61225,0.362776,0.931025,0.595978,0.543268,0.423683,0.326999,0.624093,0.663861,0.72562
787.739014,0.55273,0.781809,0.599868,0.616053,0.360673,0.917001,0.599677,0.549623,0.424313,0.332087,0.624961,0.663359,0.729259
789.927002,0.553305,0.777761,0.596706,0.613014,0.363761,0.920511,0.596711,0.559725,0.437383,0.326086,0.620337,0.654627,0.724912
791.38501,0.560959,0.781483,0.605748,0.621649,0.370429,0.919103,0.596179,0.553076,0.439724,0.325762,0.619515,0.651271,0.726774
793.572021,0.557014,0.768961,0.600796,0.617967,0.363774,0.909926,0.586133,0.54504,0.428448,0.327361,0.624565,0.655267,0.730108
795.758972,0.568051,0.767942,0.608,0.622459,0.368563,0.909205,0.591225,0.560438,0.431295,0.328824,0.629487,0.658298,0.728722
797.947021,0.569387,0.773648,0.606897,0.623694,0.371324,0.927498,0.595427,0.571968,0.440556,0.328722,0.635756,0.660275,0.727812
799.405029,0.569882,0.774573,0.600753,0.629288,0.367333,0.925961,0.59727,0.576757,0.443879,0.330314,0.637662,0.657367,0.723043
801.59198,0.573393,0.775766,0.599823,0.627876,0.37065,0.924778,0.587975,0.563682,0.443155,0.327385,0.636722,0.652931,0.718458
803.780029,0.572481,0.775394,0.60639,0.637856,0.383344,0.928171,0.586252,0.559819,0.439443,0.333986,0.633495,0.650402,0.711905
805.96698,0.565667,0.770299,0.592505,0.642624,0.386562,0.928124,0.59272,0.585671,0.442571,0.334745,0.623515,0.644179,0.695227
807.424988,0.562925,0.775782,0.592604,0.653055,0.390499,0.92143,0.600432,0.595148,0.447287,0.338021,0.625487,0.645174,0.697367
809.612,0.575711,0.783829,0.597061,0.659329,0.401823,0.927998,0.598405,0.593533,0.450591,0.33331,0.621441,0.637014,0.693148
811.799988,0.586301,0.773629,0.597333,0.661115,0.402876,0.913394,0.599412,0.58504,0.454101,0.330358,0.616296,0.630007,0.686193
813.987,0.590569,0.765202,0.604886,0.651949,0.40463,0.914649,0.608858,0.584484,0.451961,0.334429,0.625115,0.635912,0.691245
815.445007,0.586331,0.755969,0.600468,0.649298,0.399787,0.921665,0.623974,0.594909,0.463614,0.335423,0.628035,0.632674,0.69109
817.632996,0.583989,0.743879,0.592404,0.647904,0.385548,0.910649,0.631638,0.588708,0.457356,0.334045,0.629764,0.634061,0.697002
819.820007,0.58957,0.754423,0.596996,0.638304,0.371403,0.874016,0.637366,0.574154,0.455352,0.341986,0.64177,0.648118,0.705858
821.278015,0.587019,0.751852,0.59924,0.620681,0.36878,0.883579,0.62192,0.567189,0.458404,0.341923,0.636517,0.645261,0.701335
823.465027,0.585554,0.752109,0.593131,0.63267,0.370758,0.875875,0.633526,0.559702,0.465471,0.342382,0.641556,0.64861,0.704533
825.653015,0.578737,0.754456,0.595806,0.6381,0.36968,0.874247,0.639715,0.578824,0.462263,0.34501,0.646868,0.659033,0.719959
827.840027,0.573958,0.759865,0.610566,0.657649,0.373655,0.874574,0.620181,0.576512,0.461635,0.341497,0.64384,0.653642,0.712689
829.297974,0.580944,0.76858,0.609006,0.658516,0.381336,0.864289,0.609718,0.57247,0.466585,0.344501,0.64259,0.65698,0.718856
831.486023,0.584024,0.776802,0.61881,0.657889,0.388138,0.88239,0.605943,0.585924,0.469087,0.34712,0.645329,0.659394,0.723035
833.672974,0.580716,0.764395,0.61773,0.641982,0.398457,0.90268,0.591704,0.581814,0.46924,0.342876,0.649376,0.651296,0.729236
835.859985,0.572051,0.757116,0.620925,0.645893,0.401244,0.901259,0.596282,0.583617,0.479363,0.342815,0.647901,0.650181,0.728423
837.317993,0.554309,0.743481,0.607876,0.625711,0.387903,0.894549,0.599497,0.576718,0.481654,0.350998,0.641902,0.65193,0.737098
839.505981,0.562064,0.739686,0.603477,0.622314,0.38161,0.879452,0.590183,0.553608,0.465953,0.349468,0.640353,0.646814,0.732149
841.692993,0.566018,0.735811,0.5932,0.613943,0.396284,0.888945,0.59109,0.552346,0.475418,0.34548,0.633818,0.641855,0.726207
843.880005,0.565927,0.748202,0.587746,0.618295,0.389987,0.864939,0.607407,0.555765,0.485917,0.344086,0.642777,0.649649,0.719023
845.338013,0.560567,0.760321,0.5849,0.61573,0.377968,0.846002,0.599974,0.553101,0.481019,0.344513,0.644872,0.647884,0.718394
847.526001,0.583629,0.772338,0.601054,0.632312,0.379347,0.855376,0.614235,0.551786,0.493084,0.345602,0.642394,0.650173,0.717267
849.713013,0.593854,0.802833,0.610866,0.648213,0.377602,0.855312,0.625273,0.552294,0.488989,0.34339,0.643871,0.655046,0.729722
851.900024,0.610563,0.807861,0.622332,0.659649,0.374081,0.857909,0.609249,0.568422,0.500086,0.341749,0.652429,0.656868,0.722502
853.359009,0.595825,0.804066,0.620187,0.66015,0.392164,0.855457,0.61519,0.56362,0.520137,0.342272,0.648988,0.649945,0.722207
855.546021,0.599162,0.801676,0.614833,0.666749,0.383086,0.842695,0.656569,0.579771,0.543989,0.354812,0.652522,0.658136,0.734068
857.732971,0.60516,0.778335,0.624289,0.652378,0.383609,0.85739,0.667235,0.589137,0.531996,0.356372,0.64769,0.643528,0.738007
859.921021,0.608733,0.781557,0.637044,0.65643,0.403166,0.894748,0.664891,0.598923,0.568508,0.361392,0.643785,0.636717,0.725732
861.379028,0.595893,0.787477,0.63174,0.653406,0.391665,0.889768,0.66658,0.613047,0.567761,0.361238,0.637664,0.64158,0.727725
863.565979,0.600152,0.762275,0.63088,0.652588,0.386628,0.887904,0.668217,0.617387,0.566675,0.362325,0.633502,0.630813,0.707408
865.752991,0.59401,0.770015,0.640762,0.632764,0.397212,0.898099,0.679415,0.598569,0.577382,0.362213,0.635849,0.626877,0.694116
867.940979,0.600472,0.782287,0.647619,0.626128,0.391906,0.872174,0.652989,0.59187,0.54585,0.356297,0.628289,0.642951,0.680965
869.398987,0.589618,0.786902,0.644409,0.626214,0.39006,0.86924,0.650007,0.581796,0.520593,0.353575,0.624834,0.641101,0.70169
871.585999,0.582028,0.796122,0.634025,0.620779,0.395103,0.86893,0.635815,0.592881,0.551142,0.356292,0.627326,0.65542,0.693101
873.77301,0.601422,0.813207,0.64902,0.644119,0.396384,0.838491,0.645001,0.563728,0.528187,0.358165,0.631215,0.665686,0.712151
875.960999,0.602365,0.808782,0.629733,0.628884,0.399899,0.832829,0.644068,0.538635,0.513597,0.36284,0.631163,0.656064,0.717816
877.419006,0.601281,0.812737,0.617589,0.619065,0.406177,0.808055,0.638964,0.546171,0.510547,0.370138,0.638861,0.659858,0.718413
879.606018,0.613876,0.812338,0.596314,0.627037,0.425709,0.828864,0.623126,0.54944,0.481685,0.359061,0.642364,0.660292,0.731753
881.794006,0.606658,0.805616,0.580929,0.63319,0.435173,0.826995,0.637944,0.555807,0.498826,0.36372,0.641267,0.657556,0.726973
883.981018,0.632478,0.814601,0.600363,0.619634,0.447154,0.823159,0.622147,0.565412,0.517677,0.357754,0.657206,0.6543,0.709704
885.439026,0.611688,0.814254,0.594408,0.618183,0.44654,0.837187,0.630941,0.561995,0.520777,0.360799,0.655327,0.656002,0.719382
887.625977,0.591776,0.795492,0.608158,0.629148,0.440856,0.831584,0.641036,0.577898,0.483193,0.349604,0.651625,0.648357,0.704498
889.814026,0.579322,0.769715,0.622764,0.619976,0.443812,0.822024,0.629309,0.619155,0.500148,0.348743,0.657866,0.676171,0.695712
891.271973,0.581841,0.753967,0.642855,0.63404,0.472549,0.817216,0.62739,0.602826,0.521887,0.33912,0.665917,0.672299,0.714302
893.458984,0.596842,0.765448,0.662724,0.679764,0.493769,0.821442,0.667725,0.635417,0.525279,0.360509,0.665725,0.670317,0.724246
895.646973,0.601384,0.759012,0.681732,0.67554,0.478243,0.816794,0.648804,0.658428,0.519397,0.370123,0.6706,0.655447,0.724918
897.833984,0.658634,0.813647,0.771906,0.733304,0.516813,0.832007,0.659788,0.681118,0.551853,0.383571,0.658086,0.664228,0.729921
899.291992,0.689494,0.823064,0.764556,0.766369,0.545108,0.822239,0.641154,0.67803,0.508046,0.372422,0.637192,0.647234,0.725176
901.479004,0.688043,0.862458,0.749412,0.746723,0.544185,0.790286,0.584678,0.671164,0.524025,0.378956,0.626419,0.65779,0.733231
903.666992,0.720108,0.893427,0.739684,0.743321,0.586112,0.782658,0.540893,0.624028,0.50149,0.416512,0.616638,0.635091,0.715083
905.854004,0.674815,0.875491,0.721485,0.722383,0.540395,0.827101,0.535715,0.628418,0.457996,0.429577,0.587358,0.645545,0.688437
907.312012,0.633907,0.845527,0.702992,0.699079,0.507693,0.804511,0.528588,0.635445,0.470339,0.431024,0.595969,0.653754,0.688416
909.5,0.641539,0.864922,0.709809,0.684684,0.549092,0.814709,0.546778,0.636927,0.489486,0.434514,0.615428,0.673984,0.690584
911.687012,0.595917,0.795805,0.618507,0.67843,0.527297,0.799094,0.529613,0.629787,0.463034,0.433204,0.603465,0.666057,0.70337
913.874023,0.573819,0.728365,0.600113,0.655435,0.522201,0.851212,0.617087,0.657223,0.439438,0.440829,0.609476,0.673073,0.691371
915.33197,0.600067,0.725319,0.618255,0.66619,0.548785,0.84167,0.640103,0.665535,0.432354,0.455877,0.605991,0.6621,0.678939
917.52002,0.609119,0.699384,0.648953,0.694632,0.567042,0.879575,0.718226,0.702303,0.418083,0.409639,0.605845,0.673329,0.688485
919.70697,0.647608,0.723489,0.630043,0.690207,0.567338,0.856775,0.748826,0.743657,0.472226,0.424996,0.63438,0.68392,0.704823
921.893982,0.746524,0.836265,0.665951,0.63388,0.573029,0.882669,0.71617,0.712132,0.447792,0.439328,0.652142,0.710559,0.68858
923.35199,0.763637,0.909964,0.729994,0.733745,0.603298,0.817365,0.753682,0.746352,0.455761,0.455054,0.614576,0.709634,0.672352
925.539978,0.697134,0.912663,0.699916,0.68256,0.539272,0.793185,0.848453,0.751271,0.45043,0.497067,0.6506,0.709424,0.628151
927.72699,0.772233,0.960563,0.678818,0.623891,0.499904,0.672969,0.75289,0.69588,0.46018,0.591371,0.645367,0.723011,0.664209
929.914001,0.740977,0.953171,0.638337,0.612588,0.468796,0.701764,0.845354,0.790437,0.504477,0.602946,0.683541,0.72431,0.622845
931.372986,0.697777,0.89211,0.664394,0.655287,0.506326,0.666657,0.894205,0.851085,0.47376,0.624986,0.666131,0.719167,0.626913
933.559998,0.777588,0.887944,0.776706,0.629001,0.527304,0.620518,1.059278,1.001937,0.51056,0.723204,0.733093,0.90443,0.716848
935.747009,0.737763,0.754584,0.778811,0.698693,0.595412,0.725906,1.257609,0.98767,0.732041,0.729072,0.685523,0.896902,0.720994
937.934998,0.761446,0.674229,0.745649,0.70646,0.591839,0.741609,1.204573,1.001393,0.760068,0.679123,0.688777,0.860393,0.71778
939.393005,0.789281,0.611316,0.784322,0.774946,0.622273,0.765759,1.18057,0.997997,0.676029,0.664166,0.655417,0.859593,0.693467
941.580017,0.788919,0.714997,0.975673,0.813905,0.69246,0.950433,1.348556,1.085376,0.839471,0.571667,0.671188,0.843369,0.651543
943.767029,0.784082,0.747957,1.00698,0.814967,0.712738,1.031777,1.325786,1.168388,0.867817,0.60243,0.654372,0.874379,0.696999
945.955017,0.78757,0.801206,0.959497,0.748861,0.648452,1.053222,1.190548,1.013671,0.850658,0.714369,0.697344,0.869944,0.742511
947.413025,0.728408,0.870887,0.955111,0.77854,0.65597,1.156622,1.050702,0.875538,0.818614,0.682909,0.629021,0.685914,0.623614
949.599976,0.758949,1.139212,1.114097,0.921478,0.776377,0.96223,0.865469,0.837291,0.543944,0.718054,0.651404,0.685789,0.670825
